Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2020-02-03,Marriage Story,2019,https://boxd.it/Yl76H,4.5,,"I won't write a full review until a second viewing, but the acting is truly incredible, the story full of heart and humor, and the writing excellent. I was engaged the whole time, and really felt the emotion and was able to relate to every character. I was a little skeptical after seeing it the first time, but after a couple days have passed, I see the hype. This one really knocked it out of the park.","netflix, w/ dad, w/ mom",2020-01-31
2020-02-10,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020,https://boxd.it/YZEO3,3.5,,"This was actually pretty freakin' awesome. Really, I don't have many complaints. The story may drag a bit and some parts of it may be a little unnecessary, but that's the charm of the whole thing. My favorite DC movie (sorry, Joker). It's the only one aside from maybe Wonder Woman that I actually want to see again.","amc naperville 16, w/ dad",2020-02-09
2020-02-14,Batman Begins,2005,https://boxd.it/ZkERt,4.5,,"Excellent Batman movie, and the first modern comic book movie (along with The Dark Knight). There are some parts that drag a bit, and I still don't fully get why the magic blue flower was necessary in how Bruce Wayne became Batman, but otherwise I got no complaints. Very visually pleasing, entertaining story and writing, clear direction, excellent cinematography and score, and just a ton of fun from start to finish.",netflix,2020-02-14
2020-02-15,Sonic the Hedgehog,2020,https://boxd.it/Znwpd,3,,"Fantastic to see Jim Carrey back as a character with similar humor and personality to The Mask, he played Dr. Robotnik really well. Sonic was pretty cute and funny as well. Otherwise, yeah it was fine. It was done in part by Warner Bros. which is probably why I felt an extremely similar vibe to all the LEGO movies, which isn't a bad thing. I enjoyed it, and there's some really good writing and pop culture references, though it is pretty forgettable and feels pretty cliche. There are some good messages in it however, along with some nice visual effects which is a saving grace. I feel like it's a 3/5 film, though I think it deserves the 3.5.","amc naperville 16, dolby, w/ owen g",2020-02-14
2020-02-16,Knives Out,2019,https://boxd.it/ZvbNJ,5,Yes,"Loved it when I first saw it, but damn. After seeing it today, I was somehow really blown away. Fantastic production and costume design, amazing cinematography and engaging editing, a very fitting score, excellent writing, good directing, and some pretty awesome acting. Lots of humorous bits and surprises around every corner, and the plot is very well executed. Overall a very intelligent film, which might by why I love it so much. The only critique I can think of is maybe some more character development, but compared to everything great, that's merely a nitpick.","amc naperville 16, w/ dad, w/ mom, w/ grandparents",2020-02-15
2020-02-17,The Dark Knight,2008,https://boxd.it/ZAoPt,4.5,Yes,"Holy shit, where to begin? This movie is demented, non-stop, violent, thrilling, action-packed, and really will blow away every first-time viewer. I know I was when I first saw it a few years ago. Saw it again since it's on Netflix now and goddamn, I'm probably going to watch it again real soon. It's very hard to watch at times and pretty depressing, but at least it's a part of the plot, and the movie ends somewhat okay, compared to the similar-style Joker.",,2020-02-16
2020-02-18,Kill Bill: Vol. 1,2003,https://boxd.it/ZJsRB,5,Yes,"Hooooly shit... once again I'm blown away by how graphic yet visually well done this film is. This thing is a true work of art. Some of the best editing I've ever seen, fantastic musical selection, beautiful cinematography, super crisp sound, decent acting, great directing, love the old Chinese movie style, and just overall a very artistic film (as said earlier). The writing is a little clunky in places and the violence gets to be a little much sometimes, but it's still one of the most entertaining and fun movies I've ever seen. I have to watch it every few months or so to get my fix for a reason.",,2020-02-17
2020-02-20,Kill Bill: Vol. 2,2004,https://boxd.it/ZTF6t,4,Yes,"Pretty satisfying conclusion. Bill's death was pretty majestic and very well done. The first hour dragged a little bit, with some Budd boomer shit and while the Pai Mei scene was really cool, it did feel long. The writing isn't the best either, my only other main concern, except for some great one-liners and the final convo between Beatrix and Bill. Otherwise a lot more of the same, every visual aspect is excellent (production design, editing, cinematography, etc), great music selection, and very good visual effects, even if they can get gross (was stepping on the eye really necessary?)",,2020-02-19
2020-02-25,Ant-Man and the Wasp,2018,https://boxd.it/10hVnj,3.5,Yes,"More fun than I remembered initially. I've always found this and the original Ant-Man to be a couple of the best visual Marvel movies, with all the creative and well-done shrinking/growing effects. It's very well edited as well. However, I must say that the writing isn't the best, with not many memorable quotes and it feels a bit clunky in some parts, plus the plot is fairly basic either. At the very least, though, it's entertaining and I had fun laughing a lot, so while it isn't one of the best Marvel movies I definitely enjoyed it thoroughly.","disney+, w/ dad",2020-02-24
2020-02-25,The Lord of the Rings: The Fellowship of the Ring,2001,https://boxd.it/10jQeb,4.5,Yes,"Technically speaking, this film is 5 stars and beyond. Arguably one of the most visually extensive films ever, with epic battle scenes, beautiful costume and production design, great editing, and fantastic cinematography. It still blows my mind how much was done to make this film realistic. Even beyond the visuals, the soundtrack is wonderful and the sound edited and mixed well. Not to mention solid writing and very good acting, with tons of likeable characters and familiar faces. Not every character is developed super well, which is a minor flaw I see (especially in a movie based on a book), and maybe the plot dragged a bit, but that's at least excusable because of how closely it follows the story. Overall fantastic movie, really lives up to the hype and holds a place in my heart as one of my main childhood movies.",,2020-02-24
2020-03-01,A Wrinkle in Time,2018,https://boxd.it/10HoYX,2,Yes,"It's good that Disney enjoys representing equality, and the positive messages are there. But it's really confusing most of the time, and the plot is either doing too much or too little. The script is really dry as well, and the child acting was disappointing compared to most other Disney movies. Lastly, what the fuck were those costumes?",disney+,2020-02-29
2020-03-01,The Lord of the Rings: The Return of the King,2003,https://boxd.it/10IMzJ,5,,Damn,,2020-03-01
2020-03-02,The Lord of the Rings: The Two Towers,2002,https://boxd.it/10LNt9,4,Yes,"I was sorta tired when I watched this so I don't fully remember it all but it's very good, a lot of the same from Fellowship. This one felt a little more talky and the plot not as effective so it's not going to get the same score but I still love Battle of Helm's Deep (IMO one of the top moments in the whole franchise)",,2020-02-24
2020-03-04,Bad Taste,1987,https://boxd.it/10XFyf,3,,"""l think this is going a little bit over the top, Ozzy."" This quote pretty much describes the whole movie. Grossest gore I've ever seen, but I have to admit they did an amazing job making it look realistic, especially for his budget. It's creative, and surprisingly well paced with lots of action each minute, but I feel like I can only rate it so high...",,2020-03-04
2020-03-05,Space Jam,1996,https://boxd.it/1111Fj,3,Yes,"Always a fun time for me, one of the movies I really enjoyed growing up. Still holds up with lots of humor and cartoon fun, though the writing and acting, as expected for a family movie such as this, could've been better.",,2020-03-03
